YEAR BUILT,TOTAL WATER USE (kgal),PROPERTY TYPE,POSTAL CODE,OUTDOOR WATER USE (kgal),NUMBER OF BUILDINGS,INDOOR WATER USE (kgal),GROSS BUILDING FLOOR AREA (ft²)
1969.0,1518.5,Multifamily Housing,90005,Not Available,1.0,Not Available,29100.0
1991.0,1182.4,Medical Office,91307,Not Available,1.0,668,42780.0
1914.0,642.1,Office,90021,Not Available,1.0,Not Available,257028.0
1912.0,2387,Multifamily Housing,90006,Not Available,1.0,Not Available,23430.0
1976.0,1304.6,Parking,90089,Not Available,1.0,1304.6,548534.0
1963.0,2772.3,Multifamily Housing,91423,Not Available,1.0,Not Available,78289.0
1981.0,326.9,Multifamily Housing,90007,Not Available,1.0,Not Available,58113.0
2012.0,146.1,College/University,90089,Not Available,1.0,Not Available,48452.0
2008.0,3492.7,Laboratory,90033,Not Available,1.0,3492.7,176703.0
2004.0,8585.4,Outpatient Rehabilitation/Physical Therapy,90089,Not Available,1.0,8585.4,243926.0
1982.0,290.1,Non-Refrigerated Warehouse,90248,43.5,2.0,Not Available,129600.0
1965.0,1965.9,Non-Refrigerated Warehouse,91352,Not Available,1.0,Not Available,23100.0
1973.0,2588.3,Multifamily Housing,90710,Not Available,1.0,Not Available,31514.0
1931.0,0,Worship Facility,90089,Not Available,1.0,0,32678.0
2010.0,342.6,Office,90035,Not Available,1.0,Not Available,96708.0
1961.0,1146,Multifamily Housing,90007,Not Available,1.0,Not Available,38386.0
2012.0,2105,College/University,90089,Not Available,1.0,2105,114223.0
1981.0,588,Multifamily Housing,90007,Not Available,1.0,Not Available,56700.0
1986.0,77,Office,91343,Not Available,1.0,Not Available,25840.0
1962.0,1595.6,Multifamily Housing,90007,Not Available,1.0,Not Available,23955.0
1963.0,25.5,Multifamily Housing,90011,Not Available,5.0,Not Available,23050.0
1980.0,0,Parking,91405,Not Available,1.0,0,301000.0
2000.0,320.9,Office,91311,Not Available,1.0,Not Available,27444.0
1965.0,1116.1,Multifamily Housing,90007,Not Available,1.0,Not Available,56222.0
1979.0,1422.8,Manufacturing/Industrial Plant,90065,Not Available,1.0,Not Available,35374.0
2008.0,7.3,Multifamily Housing,90025,Not Available,1.0,Not Available,87041.0
,,,90029,,,,
1929.0,341.1,Office,90028,Not Available,1.0,Not Available,32772.0
1965.0,2253.6,Office,90045,Not Available,1.0,Not Available,90900.0
1988.0,1319.6,Multifamily Housing,90020,Not Available,1.0,Not Available,27922.0
2002.0,10151.1,Self-Storage Facility,91345,Not Available,1.0,Not Available,108327.0
1967.0,1076,Multifamily Housing,90027,Not Available,1.0,Not Available,35568.0
1969.0,679.2,Other,91402,Not Available,2.0,Not Available,82061.0
1986.0,1037.5,Multifamily Housing,90024,Not Available,1.0,Not Available,20909.0
2011.0,1198.4,Office,90031,Not Available,1.0,Not Available,82884.0
1966.0,80,Office,90004,Not Available,1.0,Not Available,28477.0
1963.0,1832,Multifamily Housing,91607,Not Available,1.0,Not Available,28484.0
1999.0,4531.2,Other - Mall,91303,Not Available,1.0,Not Available,160127.0
1981.0,1196.7,Office,91604,Not Available,1.0,1194.6,72021.0
1986.0,714.4,Non-Refrigerated Warehouse,91406,Not Available,1.0,Not Available,78711.0
2003.0,367.1,Office,91343,Not Available,1.0,Not Available,20802.0
1972.0,784,Multifamily Housing,90048,Not Available,1.0,Not Available,23493.0
2000.0,517,Medical Office,91325,Not Available,1.0,517,67965.0
2000.0,3370,Retail Store,90016,Not Available,1.0,3370,172517.0
1999.0,6,Refrigerated Warehouse,90021,Not Available,1.0,Not Available,53904.0
1999.0,4284.0,Other - Mall,91303,Not Available,1.0,Not Available,160127.0
1984.0,182,Office,91602,Not Available,1.0,182,75716.0
,,,91303,,,,
1939.0,221.5,Manufacturing/Industrial Plant,90001,Not Available,1.0,221.5,73000.0
1972.0,2741.6,Multifamily Housing,91335,Not Available,1.0,Not Available,33323.0
,,,90717,,,,
,,,90005,,,,
,,,91304,,,,
,,,90037,,,,
1989.0,1431,Multifamily Housing,91605,Not Available,1.0,Not Available,21170.0
1929.0,1119.8,Office,90010,Not Available,1.0,Not Available,31376.0
1999.0,5303.9,Other - Mall,91303,Not Available,1.0,Not Available,160127.0
1962.0,7859.7,Hotel,91604,Not Available,1.0,Not Available,116000.0
1969.0,2120.7,Multifamily Housing,90057,Not Available,1.0,Not Available,42345.0
1961.0,9,Distribution Center,90012,Not Available,1.0,9,26000.0
2006.0,Not Available,Retail Store,90016,Not Available,4.0,Not Available,64420.0
1972.0,2673.5,Residence Hall/Dormitory,90007,Not Available,1.0,2673.5,107481.0
1923.0,1526.8,Mixed Use Property,90005,Not Available,1.0,Not Available,28662.0
1987.0,252.2,Office,90068,Not Available,1.0,Not Available,25848.0
1964.0,3892.9,Multifamily Housing,91343,Not Available,1.0,Not Available,33348.0
1972.0,6908.6,Multifamily Housing,90020,Not Available,1.0,Not Available,47731.0
1963.0,24.1,Multifamily Housing,90011,Not Available,5.0,Not Available,23050.0
1988.0,1168.5,Multifamily Housing,90038,Not Available,1.0,Not Available,26652.0
1999.0,5006.2,Other - Mall,91303,Not Available,1.0,Not Available,160127.0
1969.0,479.5,Office,90066,Not Available,1.0,Not Available,56594.0
1960.0,Not Available,Multifamily Housing,91605,Not Available,1.0,Not Available,31544.0
1967.0,2591.3,Multifamily Housing,90057,Not Available,1.0,Not Available,44546.0
1968.0,113,Office,91324,Not Available,1.0,Not Available,23600.0
1969.0,Not Available,Multifamily Housing,91405,Not Available,1.0,Not Available,22187.0
1962.0,Not Available,Multifamily Housing,91405,Not Available,1.0,Not Available,26241.0
1976.0,161.1,Other,91304,161.1,4.0,Not Available,37340.0
1950.0,308.9,Non-Refrigerated Warehouse,90039,Not Available,1.0,Not Available,57921.0
1915.0,1266.3,Office,90013,Not Available,1.0,Not Available,131996.0
,,,90045,,,,
,,,91606,,,,
1956.0,2696.7,Multifamily Housing,90016,Not Available,1.0,Not Available,34349.0
1961.0,2460.3,Multifamily Housing,90005,Not Available,1.0,Not Available,25692.0
1992.0,Not Available,Supermarket/Grocery Store,91331,Not Available,0.0,Not Available,78778.0
1990.0,1225.8,Other - Services,91605,Not Available,1.0,590.6,66188.0
1990.0,1341.7,Other - Services,91605,Not Available,1.0,646.5,66188.0
1950.0,407.5,Parking,90064,Not Available,1.0,407.5,1.0
1989.0,4346.2,Strip Mall,90012,Not Available,1.0,Not Available,35748.0
1950.0,0.0,Parking,90064,Not Available,1.0,0.0,1.0
1964.0,Not Available,Multifamily Housing,90035,Not Available,1.0,Not Available,20231.0
1983.0,102,Distribution Center,90011,Not Available,1.0,Not Available,30000.0
2006.0,247.6,Other,90045,Not Available,1.0,Not Available,9684.0
1929.0,435.4,Office,90038,Not Available,1.0,Not Available,66689.0
1990.0,937.4,Other - Services,91605,Not Available,1.0,Not Available,66188.0
1979.0,7917.4,Multifamily Housing,90057,Not Available,1.0,Not Available,136412.0
1983.0,1760.2,Multifamily Housing,90065,Not Available,1.0,Not Available,23728.0
1950.0,0.0,Parking,90064,Not Available,1.0,0.0,1.0
1987.0,1469.9,Multifamily Housing,90020,Not Available,1.0,Not Available,39845.0
1960.0,2001.8,Multifamily Housing,91303,Not Available,1.0,Not Available,23413.0
1990.0,1091.4,Other - Services,91605,Not Available,1.0,490.2,66188.0
1927.0,208,Manufacturing/Industrial Plant,90015,Not Available,1.0,Not Available,108000.0
2005.0,1386.9,Multifamily Housing,90034,Not Available,1.0,Not Available,37791.0
1999.0,2992.2,Manufacturing/Industrial Plant,91402,Not Available,1.0,Not Available,189823.0
1904.0,1933.4,Multifamily Housing,90012,Not Available,1.0,Not Available,65925.0
,,,90014,,,,
1950.0,0,Parking,90064,Not Available,1.0,0,1.0
1967.0,2608.7,Multifamily Housing,91306,Not Available,1.0,Not Available,42330.0
1990.0,992.7,Multifamily Housing,90501,Not Available,1.0,Not Available,22040.0
2005.0,1332.7,Multifamily Housing,90034,Not Available,1.0,Not Available,37791.0
1990.0,3476.3,Other - Services,91605,Not Available,1.0,1675,66188.0
1992.0,53.6,Other,90013,Not Available,1.0,Not Available,29126.0
2005.0,1322.1,Multifamily Housing,90034,Not Available,1.0,Not Available,37791.0
1956.0,12083.3,Manufacturing/Industrial Plant,91331,Not Available,6.0,Not Available,24700.0
1990.0,782.3,Other - Services,91605,Not Available,1.0,Not Available,66188.0
2007.0,10995.6,Multifamily Housing,91601,Not Available,1.0,Not Available,277069.0
1927.0,5582.7,Multifamily Housing,90057,Not Available,1.0,Not Available,166826.0
1969.0,Not Available,Parking,90045,Not Available,1.0,Not Available,273602.0
1973.0,135.4,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,23232.0
1979.0,28344.4,Non-Refrigerated Warehouse,90248,Not Available,1.0,Not Available,22840.0
1941.0,89.3,Non-Refrigerated Warehouse,90012,Not Available,1.0,Not Available,69135.0
2003.0,2921.1,Multifamily Housing,90027,Not Available,1.0,Not Available,48970.0
1915.0,613.3,Office,90013,Not Available,1.0,Not Available,131996.0
,,,90039,,,,
1953.0,255.1,Refrigerated Warehouse,91352,Not Available,1.0,Not Available,38840.0
,,,91405,,,,
1968.0,1462.4,Wholesale Club/Supercenter,91364,Not Available,2.0,Not Available,332790.0
,,,90028,,,,
,,,91602,,,,
1907.0,157.8,Retail Store,90014,Not Available,1.0,Not Available,20701.0
,,,90034,,,,
1955.0,698.2,Vocational School,90028,Not Available,1.0,Not Available,59319.0
,,,90021,,,,
,,,90013,,,,
,,,90045,,,,
,,,90057,,,,
,,,90036,,,,
1980.0,275.3,Office,91311,Not Available,1.0,Not Available,20111.0
1973.0,1703.3,Multifamily Housing,90064,Not Available,1.0,Not Available,32142.0
1966.0,1501.3,Multifamily Housing,90035,Not Available,1.0,Not Available,32950.0
1951.0,1038.3,Multifamily Housing,90024,Not Available,1.0,Not Available,124740.0
1969.0,1465.4,Multifamily Housing,90064,Not Available,1.0,Not Available,33023.0
1968.0,2565.8,Multifamily Housing,90029,Not Available,1.0,Not Available,36492.0
1989.0,2479,Multifamily Housing,90046,Not Available,1.0,Not Available,36902.0
,,,91331,,,,
1953.0,1579.9,Multifamily Housing,90046,Not Available,1.0,Not Available,20044.0
1951.0,2082.6,Multifamily Housing,90034,Not Available,1.0,Not Available,26766.0
1979.0,3163.2,Hotel,90027,Not Available,1.0,Not Available,43560.0
1980.0,988.7,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,60043.0
1990.0,4234,Multifamily Housing,91335,Not Available,1.0,4234,21384.0
1985.0,51,Self-Storage Facility,91331,Not Available,1.0,51,72022.0
1964.0,1785.6,Multifamily Housing,90005,Not Available,1.0,Not Available,27711.0
1961.0,2388.5,Multifamily Housing,91607,Not Available,1.0,Not Available,42412.0
1974.0,2299.5,Multifamily Housing,90004,Not Available,1.0,Not Available,32126.0
,,,91335,,,,
1985.0,146,Self-Storage Facility,91331,Not Available,1.0,146,72022.0
1964.0,2999.7,Multifamily Housing,90007,Not Available,1.0,Not Available,27158.0
,,,91331,,,,
1986.0,2311.5,Multifamily Housing,90020,Not Available,1.0,Not Available,39598.0
1959.0,1832.7,Multifamily Housing,90049,Not Available,1.0,Not Available,31090.0
1972.0,2636.1,Multifamily Housing,90066,Not Available,1.0,Not Available,58040.0
1941.0,112.7,Non-Refrigerated Warehouse,90012,Not Available,1.0,Not Available,69135.0
1904.0,1277,Multifamily Housing,90012,Not Available,1.0,Not Available,65925.0
1965.0,475,Multifamily Housing,90035,Not Available,1.0,Not Available,22978.0
,,,90012,,,,
1965.0,125.7,Distribution Center,90248,Not Available,1.0,Not Available,38584.0
1985.0,73.0,Self-Storage Facility,91331,Not Available,1.0,73.0,72022.0
1972.0,3414.9,Multifamily Housing,90020,Not Available,1.0,Not Available,36624.0
1963.0,3803.1,Multifamily Housing,90046,Not Available,1.0,Not Available,35280.0
2003.0,112.9,Self-Storage Facility,91405,Not Available,3.0,Not Available,76000.0
1965.0,1698.1,Multifamily Housing,90004,Not Available,1.0,Not Available,24664.0
1970.0,2458.8,Multifamily Housing,90020,Not Available,1.0,Not Available,34776.0
,,,91335,,,,
1951.0,1125.8,Multifamily Housing,90034,Not Available,1.0,Not Available,26766.0
1982.0,1052.5,Multifamily Housing,90007,Not Available,1.0,Not Available,25625.0
1960.0,Not Available,Supermarket/Grocery Store,91402,Not Available,1.0,Not Available,28888.0
1960.0,3303.4,Multifamily Housing,90020,Not Available,1.0,Not Available,33004.0
1974.0,1991.3,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,47500.0
1964.0,4801.7,Multifamily Housing,91326,Not Available,1.0,Not Available,33902.0
1960.0,1871.6,Multifamily Housing,90046,Not Available,1.0,Not Available,32541.0
1966.0,1854.4,Multifamily Housing,90057,Not Available,1.0,Not Available,31275.0
1985.0,4537.7,Multifamily Housing,90024,Not Available,1.0,Not Available,140756.0
1987.0,2861.3,Multifamily Housing,91402,Not Available,1.0,Not Available,46770.0
1971.0,2204.5,Multifamily Housing,90020,Not Available,1.0,Not Available,36929.0
1961.0,1635.2,Multifamily Housing,90049,Not Available,1.0,Not Available,38136.0
1961.0,2551.6,Multifamily Housing,90020,Not Available,1.0,Not Available,21620.0
1968.0,2444.6,Multifamily Housing,90020,Not Available,1.0,Not Available,27894.0
1972.0,1000.1,Multifamily Housing,90064,Not Available,1.0,Not Available,23548.0
1962.0,2455.9,Multifamily Housing,91406,Not Available,1.0,Not Available,25448.0
1965.0,2186.6,Multifamily Housing,90038,Not Available,1.0,Not Available,31312.0
1970.0,2311.5,Multifamily Housing,90020,Not Available,1.0,Not Available,34776.0
1985.0,862.4,Office,91604,Not Available,1.0,862.4,68423.0
1979.0,1673.4,Multifamily Housing,90007,Not Available,1.0,Not Available,28945.0
1979.0,1211,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,51736.0
1914.0,Not Available,Multifamily Housing,90006,Not Available,1.0,Not Available,20460.0
1928.0,1622.5,Multifamily Housing,90006,Not Available,48.0,Not Available,34292.0
1987.0,2109.5,Multifamily Housing,90005,Not Available,1.0,Not Available,29100.0
1973.0,3294.4,Multifamily Housing,90004,Not Available,1.0,Not Available,27252.0
2018.0,1219.4,Multifamily Housing,90024,Not Available,1.0,Not Available,60357.0
1979.0,1826,Multifamily Housing,90007,Not Available,1.0,Not Available,28945.0
1982.0,1306.8,Multifamily Housing,90007,Not Available,1.0,Not Available,25625.0
1928.0,1428.8,Multifamily Housing,90006,Not Available,48.0,Not Available,34292.0
1969.0,1273.9,Multifamily Housing,90048,Not Available,1.0,Not Available,33960.0
1973.0,2332.4,Multifamily Housing,90005,Not Available,1.0,Not Available,26838.0
,,,91335,,,,
1953.0,259.6,Refrigerated Warehouse,91352,Not Available,1.0,Not Available,38840.0
1974.0,2155.1,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,47500.0
2001.0,3.9,Other - Services,91311,Not Available,1.0,Not Available,40898.0
1972.0,3490.4,Multifamily Housing,90020,Not Available,1.0,Not Available,31713.0
1972.0,9131.5,Multifamily Housing,90005,Not Available,1.0,Not Available,144044.0
1964.0,1234.3,Multifamily Housing,90046,Not Available,1.0,Not Available,23717.0
1962.0,641.1,Multifamily Housing,90035,Not Available,1.0,Not Available,23064.0
,,,91303,,,,
1974.0,1219.3,Multifamily Housing,91403,Not Available,1.0,Not Available,27869.0
,,,90027,,,,
,,,91606,,,,
1985.0,781,Multifamily Housing,91604,Not Available,1.0,Not Available,30604.0
1991.0,321.7,Office,90025,Not Available,1.0,Not Available,138383.0
1955.0,3081.2,Ice/Curling Rink,91402,Not Available,1.0,Not Available,46532.0
1926.0,3818.6,Multifamily Housing,90004,Not Available,1.0,Not Available,8235.0
1964.0,2583.8,Multifamily Housing,90020,Not Available,1.0,Not Available,32445.0
1996.0,7924.9,Strip Mall,91335,Not Available,1.0,Not Available,203657.0
2001.0,251.7,Distribution Center,90012,Not Available,1.0,251.7,35216.0
1987.0,2405.7,Multifamily Housing,90020,Not Available,1.0,Not Available,34305.0
1966.0,13354.2,Multifamily Housing,90005,Not Available,1.0,Not Available,362712.0
1977.0,9415.7,Multifamily Housing,90024,Not Available,1.0,Not Available,404876.0
1964.0,3456,Multifamily Housing,91326,Not Available,1.0,Not Available,33902.0
1928.0,2099.8,Multifamily Housing,90006,Not Available,48.0,Not Available,34292.0
1974.0,3737.3,Multifamily Housing,90024,Not Available,1.0,Not Available,38378.0
1964.0,1541.7,Multifamily Housing,90035,Not Available,1.0,Not Available,33742.0
1964.0,2629.4,Multifamily Housing,90007,Not Available,1.0,Not Available,27158.0
1979.0,1189.3,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,51736.0
1985.0,68,Self-Storage Facility,91331,Not Available,1.0,68,72022.0
1973.0,2500,Multifamily Housing,90020,Not Available,1.0,Not Available,35857.0
1974.0,1060,Multifamily Housing,91403,Not Available,1.0,Not Available,27869.0
1970.0,2904.7,Multifamily Housing,90020,Not Available,1.0,Not Available,34038.0
1987.0,642.6,Multifamily Housing,90046,Not Available,1.0,Not Available,21114.0
1925.0,237.1,Senior Living Community,90731,Not Available,1.0,Not Available,107567.0
,,,90028,,,,
,,,90004,,,,
,,,90025,,,,
,,,91345,,,,
,,,91606,,,,
,,,90025,,,,
1986.0,1970.4,Multifamily Housing,90020,Not Available,1.0,Not Available,35262.0
1984.0,3738,Multifamily Housing,90004,Not Available,1.0,Not Available,40865.0
1961.0,2217.2,Multifamily Housing,91401,Not Available,1.0,Not Available,23277.0
1972.0,2214.2,Multifamily Housing,90066,Not Available,1.0,Not Available,58040.0
1993.0,891.5,Medical Office,91405,Not Available,1.0,891.5,50671.0
1980.0,761.6,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,60043.0
1957.0,Not Available,Multifamily Housing,91605,Not Available,4.0,Not Available,8140.0
1969.0,1968.1,Multifamily Housing,90064,Not Available,1.0,Not Available,33023.0
1964.0,2834.4,Multifamily Housing,91607,Not Available,1.0,Not Available,27038.0
1967.0,4343.9,Wholesale Club/Supercenter,91311,Not Available,2.0,Not Available,61111.0
1967.0,1175.9,Multifamily Housing,90048,Not Available,1.0,Not Available,29691.0
1949.0,26.9,Non-Refrigerated Warehouse,90021,Not Available,1.0,Not Available,24000.0
1972.0,2517.2,Multifamily Housing,90066,Not Available,1.0,Not Available,58040.0
1988.0,1414.6,Multifamily Housing,90024,Not Available,1.0,Not Available,31410.0
1957.0,1302.4,Multifamily Housing,91403,Not Available,1.0,Not Available,21958.0
1965.0,2018,Multifamily Housing,90034,Not Available,1.0,Not Available,25434.0
1967.0,1121.7,Multifamily Housing,90027,Not Available,1.0,Not Available,35568.0
1963.0,867.7,Multifamily Housing,90068,Not Available,1.0,Not Available,27237.0
1972.0,384.5,Multifamily Housing,90020,Not Available,1.0,Not Available,36489.0
1956.0,26.2,Manufacturing/Industrial Plant,90016,Not Available,1.0,Not Available,20000.0
1959.0,1772.9,Multifamily Housing,90046,Not Available,1.0,Not Available,20854.0
1965.0,128.7,Other - Mall,91303,Not Available,1.0,Not Available,32276.0
1987.0,1129.6,Multifamily Housing,90025,Not Available,1.0,Not Available,40840.0
1962.0,6753.4,Multifamily Housing,90005,Not Available,1.0,Not Available,34175.0
1960.0,Not Available,Distribution Center,91605,Not Available,2.0,Not Available,36060.0
1959.0,5968,Multifamily Housing,90027,Not Available,1.0,Not Available,62000.0
1971.0,4699.3,Multifamily Housing,90020,Not Available,2.0,Not Available,55605.0
1972.0,615.6,Multifamily Housing,90020,Not Available,1.0,Not Available,79380.0
1970.0,14248.9,Multifamily Housing,90057,Not Available,1.0,Not Available,114179.0
1968.0,1801.3,Multifamily Housing,90004,Not Available,1.0,Not Available,37949.0
1967.0,1932.7,Retail Store,90042,Not Available,1.0,1932.7,34473.0
1949.0,13589.1,Multifamily Housing,91423,Not Available,92.0,Not Available,219010.0
1961.0,3451.5,Multifamily Housing,90049,Not Available,1.0,Not Available,69021.0
1968.0,3372.2,Multifamily Housing,91316,Not Available,1.0,Not Available,43614.0
1956.0,62.8,Multifamily Housing,90024,Not Available,1.0,Not Available,65130.0
1988.0,2238.2,Multifamily Housing,90036,Not Available,1.0,Not Available,56960.0
1971.0,1900.8,Manufacturing/Industrial Plant,90248,Not Available,1.0,Not Available,99536.0
1966.0,3029.6,Multifamily Housing,90006,Not Available,1.0,Not Available,40997.0
1973.0,4588.6,Multifamily Housing,90005,Not Available,1.0,Not Available,45705.0
1979.0,2394.5,Multifamily Housing,90020,Not Available,1.0,Not Available,62786.0
,,,91402,,,,
1965.0,1158.6,Multifamily Housing,91325,Not Available,1.0,Not Available,27000.0
1973.0,2583.8,Multifamily Housing,90004,Not Available,1.0,Not Available,48270.0
1964.0,2758.8,Multifamily Housing,90065,Not Available,1.0,Not Available,30145.0
1953.0,4574.3,Multifamily Housing,90020,Not Available,1.0,Not Available,53300.0
1980.0,2856.1,Multifamily Housing,91356,Not Available,1.0,Not Available,25000.0
2012.0,3334.8,Multifamily Housing,91331,Not Available,1.0,Not Available,87234.0
1987.0,4059.7,Multifamily Housing,90020,Not Available,1.0,Not Available,61218.0
1987.0,727.1,Multifamily Housing,90046,Not Available,1.0,Not Available,20040.0
,,,90023,,,,
,,,91343,,,,
,,,91406,,,,
,,,90731,,,,
1985.0,1235.5,Multifamily Housing,91325,Not Available,1.0,Not Available,22000.0
1971.0,4578.1,Multifamily Housing,90020,Not Available,1.0,Not Available,113841.0
1971.0,3714.1,Multifamily Housing,90020,Not Available,2.0,Not Available,55605.0
1966.0,582.7,Multifamily Housing,90025,Not Available,1.0,Not Available,23232.0
1964.0,6217.8,Multifamily Housing,91316,Not Available,1.0,Not Available,64189.0
2002.0,2307.3,Multifamily Housing,91325,Not Available,1.0,Not Available,52000.0
1989.0,13607.2,Multifamily Housing,90035,Not Available,7.0,Not Available,351000.0
2002.0,4909.5,Multifamily Housing,91604,Not Available,1.0,Not Available,126104.0
1988.0,2430.4,Multifamily Housing,90005,Not Available,1.0,Not Available,25800.0
1968.0,237,Office,91605,Not Available,1.0,237,196547.0
1980.0,3748.5,Multifamily Housing,90046,Not Available,1.0,Not Available,65458.0
1967.0,1733.6,Retail Store,90042,Not Available,1.0,1733.6,34473.0
1972.0,2688.5,Multifamily Housing,90004,Not Available,1.0,Not Available,40934.0
1908.0,10518.4,Multifamily Housing,90013,Not Available,1.0,Not Available,466134.0
1962.0,6407.3,Enclosed Mall,91423,Not Available,1.0,6407.3,850000.0
1967.0,1980.8,Multifamily Housing,90046,Not Available,1.0,Not Available,46446.0
1972.0,2862.8,Multifamily Housing,90020,Not Available,1.0,Not Available,47472.0
1960.0,1244,Mixed Use Property,91607,Not Available,1.0,Not Available,21940.0
1969.0,5782.4,Multifamily Housing,90029,Not Available,3.0,Not Available,75792.0
1940.0,1921.7,Strip Mall,90058,Not Available,1.0,Not Available,90000.0
1987.0,2022.7,Multifamily Housing,90046,Not Available,1.0,Not Available,84236.0
1970.0,3422.3,Multifamily Housing,90020,Not Available,1.0,Not Available,61029.0
1964.0,19348.9,Multifamily Housing,90016,Not Available,14.0,Not Available,267395.0
1969.0,3877.9,Multifamily Housing,91316,Not Available,1.0,Not Available,57624.0
,,,90292,,,,
,,,90035,,,,
,,,90058,,,,
1989.0,261.8,Office,91367,Not Available,1.0,Not Available,26616.0
1969.0,981.4,Multifamily Housing,90020,Not Available,1.0,Not Available,45155.0
1985.0,2434.2,Multifamily Housing,91325,Not Available,1.0,Not Available,57560.0
1985.0,2886,Multifamily Housing,90020,Not Available,1.0,Not Available,72395.0
1987.0,3562.2,Multifamily Housing,90744,Not Available,1.0,Not Available,42861.0
2016.0,7132.1,Multifamily Housing,90012,Not Available,6.0,Not Available,464146.0
1991.0,2528.7,Multifamily Housing,91325,Not Available,1.0,Not Available,51000.0
1948.0,1921.7,Strip Mall,90058,Not Available,1.0,Not Available,134360.0
1968.0,230,Office,91605,Not Available,1.0,230,196547.0
1975.0,5274.5,Multifamily Housing,91326,Not Available,1.0,Not Available,45275.0
1956.0,336.9,Office,91405,Not Available,1.0,336.9,30720.0
1976.0,501.7,Other,91304,501.7,4.0,Not Available,37340.0
1955.0,3858.5,Multifamily Housing,90026,Not Available,1.0,Not Available,117956.0
1976.0,264,Other,91304,264,4.0,Not Available,37840.0
1974.0,4937.9,Multifamily Housing,90004,Not Available,1.0,Not Available,49480.0
1967.0,5112.2,Multifamily Housing,91316,Not Available,1.0,Not Available,59141.0
1979.0,125.7,Manufacturing/Industrial Plant,91340,Not Available,1.0,Not Available,71280.0
1969.0,4637.9,Multifamily Housing,90020,Not Available,1.0,Not Available,41628.0
1988.0,1520.8,Multifamily Housing,90005,Not Available,1.0,Not Available,29670.0
1965.0,3816.6,Multifamily Housing,90020,Not Available,1.0,Not Available,45345.0
1999.0,1799.1,Supermarket/Grocery Store,90042,Not Available,1.0,Not Available,30367.0
1984.0,590.2,Office,90064,Not Available,1.0,Not Available,51877.0
1968.0,340.8,Office,91605,Not Available,1.0,340.8,196547.0
1985.0,1239.3,Multifamily Housing,91411,Not Available,1.0,Not Available,28000.0
1986.0,2461.1,Multifamily Housing,91325,Not Available,1.0,Not Available,39384.0
,,,90006,,,,
,,,90014,,,,
1962.0,3008.8,Multifamily Housing,91402,Not Available,1.0,3008.8,33911.0
1967.0,1806.8,Retail Store,90042,Not Available,1.0,1806.8,34473.0
1990.0,2667.6,Multifamily Housing,90020,Not Available,1.0,Not Available,47633.0
1989.0,2010,Multifamily Housing,90036,Not Available,1.0,Not Available,58960.0
1988.0,2945.1,Multifamily Housing,90048,Not Available,1.0,Not Available,47512.0
1963.0,3664.7,Multifamily Housing,91316,Not Available,1.0,Not Available,104754.0
1977.0,7001.8,Multifamily Housing,91343,Not Available,1.0,Not Available,65500.0
1982.0,522.9,Office,91307,Not Available,1.0,Not Available,56500.0
1986.0,1387.5,Multifamily Housing,91325,Not Available,1.0,Not Available,28000.0
1968.0,398,Multifamily Housing,90020,Not Available,1.0,Not Available,75909.0
1982.0,103,Office,91423,Not Available,1.0,Not Available,28500.0
1966.0,180.3,Strip Mall,90044,Not Available,1.0,Not Available,44635.0
1975.0,516.2,Self-Storage Facility,90039,Not Available,1.0,Not Available,75000.0
1987.0,3298.9,Multifamily Housing,90046,Not Available,1.0,Not Available,45216.0
1973.0,1264.2,Multifamily Housing,90046,Not Available,1.0,Not Available,33369.0
1972.0,4926.7,Multifamily Housing,90020,Not Available,1.0,Not Available,67581.0
1986.0,805.7,Multifamily Housing,90046,Not Available,1.0,Not Available,32680.0
1986.0,13.4,Multifamily Housing,91325,Not Available,13.0,Not Available,150350.0
1961.0,1092.9,Multifamily Housing,91423,Not Available,1.0,Not Available,28572.0
1963.0,6669.6,Multifamily Housing,91605,Not Available,3.0,Not Available,111841.0
2013.0,410.7,K-12 School,91331,Not Available,1.0,Not Available,56310.0
1999.0,166.8,Wholesale Club/Supercenter,91403,Not Available,1.0,Not Available,24890.0
1968.0,1587.4,Multifamily Housing,90006,Not Available,1.0,Not Available,40997.0
1966.0,3113.4,Multifamily Housing,90020,Not Available,1.0,Not Available,72175.0
1972.0,5148.1,Multifamily Housing,90020,Not Available,1.0,Not Available,50472.0
,,,90248,,,,
,,,91325,,,,
1990.0,1392.1,Multifamily Housing,91601,Not Available,1.0,Not Available,32150.0
1986.0,60.6,Non-Refrigerated Warehouse,91342,60.6,1.0,Not Available,21049.0
1949.0,264.9,Other - Public Services,90016,Not Available,1.0,264.9,20100.0
1970.0,2594.2,Senior Living Community,90019,Not Available,1.0,Not Available,23848.0
1958.0,1139.3,Retail Store,91606,Not Available,1.0,Not Available,20799.0
1964.0,19942.5,Hotel,90010,Not Available,1.0,Not Available,374083.0
1975.0,1104.9,Manufacturing/Industrial Plant,91325,Not Available,1.0,1104.9,451046.0
